checkpoint,domain,group,metric,mean,lower,upper,n_units,unit
ft_A,synthetic,snr10_refr1-1.5,Onset_Precision,0.8744726035402226,0.8676313591483235,0.8816611041188229,512,trial
ft_A,synthetic,snr10_refr1-1.5,Onset_Recall,0.922872016690589,0.9167456858206678,0.9288994428541146,512,trial
ft_A,synthetic,snr10_refr1-1.5,Onset_F1,0.8964106689461926,0.8905167203337027,0.902172510227915,512,trial
ft_A,synthetic,snr10_refr1-1.5,Onset_Distance,0.9975342993592613,0.9788227464570126,1.0177235561048852,512,trial
ft_A,synthetic,snr10_refr1-1.5,Amplitude_R2,0.9815857606008649,0.9793977391556836,0.9836004112672526,512,trial
ft_A,synthetic,snr10_refr1-1.5,Duration_R2,0.9461376001127064,0.940545631662826,0.9511580105405301,512,trial
ft_A,synthetic,snr10_refr1-1.5,Number_of_submovements_per_second,1.4159766241209581,1.4021485014218342,1.4300420521794877,512,trial
ft_A,synthetic,snr20_refr0.0-0.5,Reconstruction_R2,0.9793566412990913,0.9784341972059337,0.9802314881817438,512,trial
ft_A,synthetic,snr20_refr0.0-0.5,Reconstruction_MASE,0.1152184479724383,0.11365625911748793,0.11672359090625832,512,trial
ft_A,synthetic,snr20_refr0.0-0.5,Onset_Precision,0.66188940261164,0.6578492296513987,0.6662058636656706,512,trial
ft_A,synthetic,snr20_refr0.0-0.5,Onset_Recall,0.7360634248120866,0.7309739116873132,0.7411859441357129,512,trial
ft_A,synthetic,snr20_refr0.0-0.5,Onset_F1,0.6956141670061192,0.6917036377832133,0.6994214911304717,512,trial
ft_A,synthetic,snr20_refr0.0-0.5,Onset_Distance,1.4505076038324556,1.4331434066695101,1.467968661758536,512,trial
ft_A,synthetic,snr20_refr0.0-0.5,Amplitude_R2,0.5584339447086677,0.5511528836010257,0.5658884385164129,512,trial
ft_A,synthetic,snr20_refr0.0-0.5,Duration_R2,0.5250700751785189,0.515342386183329,0.5348556034005014,512,trial
ft_A,synthetic,snr20_refr0.0-0.5,Number_of_submovements_per_second,4.972500220901566,4.932767794587562,5.011640841883491,512,trial
ft_A,synthetic,snr20_refr0.5-1.0,Reconstruction_R2,0.9947213473496959,0.9943420394294662,0.9950648682162864,512,trial
ft_A,synthetic,snr20_refr0.5-1.0,Reconstruction_MASE,0.05690286269236822,0.05606458634247247,0.05774505633235094,512,trial
ft_A,synthetic,snr20_refr0.5-1.0,Onset_Precision,0.788041284319815,0.7828947083464987,0.7935235377788202,512,trial
ft_A,synthetic,snr20_refr0.5-1.0,Onset_Recall,0.967224377337364,0.9644706188396995,0.9700058969496693,512,trial
ft_A,synthetic,snr20_refr0.5-1.0,Onset_F1,0.8671481785736126,0.8635693166069585,0.8711756985124169,512,trial
ft_A,synthetic,snr20_refr0.5-1.0,Onset_Distance,0.6722823967062749,0.6588186151955433,0.6861191091078211,512,trial
